SCHD_DATE,MONTH,DAY_OF_WEEK,HOUR,DIFF,INCREASED_UNITS,STAFFED_UNITS,AVERAGE_DEMAND,MAX_TEMPERATURE,EVENT,DISPATCH_ONE_OLD,DISPATCH_ONE,XXM_DISPATCHES
2/19/2017,2,1,11,4.808,-2,20,15.192,58,0,0,0,0
2/19/2017,2,1,7,4.853,5,13,8.147,58,0,0,0,0
2/19/2017,2,1,23,5.353,1,19,13.647,58,0,0,0,0
2/19/2017,2,1,22,5.372,1,19,13.628,58,0,0,0,0
2/19/2017,2,1,18,5.615,-2,23,17.385,58,0,0,0,0
2/19/2017,2,1,19,7.494,2,25,17.506,58,0,0,0,0
2/21/2017,2,3,9,-3.699,10,15,18.699,61,0,1,1,5
2/21/2017,2,3,11,-1.436,-1,20,21.436,61,0,0,1,0
2/21/2017,2,3,12,-1.378,0,20,21.378,61,0,0,1,0
2/21/2017,2,3,13,-1.269,1,21,22.269,61,0,0,1,0
2/21/2017,2,3,8,-0.942,-3,13,13.942,61,0,1,1,5
2/21/2017,2,3,15,-0.391,1,21,21.391,61,0,0,1,0
2/21/2017,2,3,16,-0.359,-4,23,23.359,61,0,0,1,0
2/21/2017,2,3,10,-0.244,1,19,19.244,61,0,0,1,0
2/21/2017,2,3,14,-0.051,1,22,22.051,61,0,1,1,1
2/21/2017,2,3,7,0.077,-3,10,9.923,61,0,0,0,0
2/21/2017,2,3,6,0.147,2,7,6.853,61,0,0,0,0
2/21/2017,2,3,17,0.327,-2,22,21.673,61,0,0,0,0
2/21/2017,2,3,5,4.276,0,11,6.724,61,0,0,0,0
2/21/2017,2,3,18,4.449,-10,24,19.551,61,0,0,0,0
2/21/2017,2,3,4,5.481,-4,13,7.519,61,0,0,0,0
2/21/2017,2,3,21,6.417,-3,24,17.583,61,0,0,0,0
2/21/2017,2,3,22,6.481,-1,23,16.519,61,0,0,0,0
2/21/2017,2,3,20,6.955,3,26,19.045,61,0,1,0,1
2/21/2017,2,3,23,7.135,-7,22,14.865,61,0,0,0,0
2/21/2017,2,3,19,7.391,-10,27,19.609,61,0,0,0,0
2/21/2017,2,3,0,9.276,1,21,11.724,61,0,0,0,0
2/21/2017,2,3,1,10.154,-2,21,10.846,61,0,0,0,0
2/21/2017,2,3,3,10.25,0,19,8.75,61,0,0,0,0
2/21/2017,2,3,2,11.397,3,21,9.603,61,0,0,0,0
3/5/2017,3,1,4,3.346,-1,14,10.654,55,0,1,0,1
3/5/2017,3,1,3,3.474,-2,17,13.526,55,0,0,0,0
3/5/2017,3,1,1,3.917,2,20,16.083,55,0,0,0,0
3/5/2017,3,1,2,4.609,-7,20,15.391,55,0,0,0,0
3/5/2017,3,1,5,4.654,-1,12,7.346,55,0,0,0,0
3/5/2017,3,1,0,4.936,-1,20,15.064,55,0,0,0,0
3/5/2017,3,1,6,5.006,-2,12,6.994,55,0,0,0,0
3/5/2017,3,1,17,6.045,10,25,18.955,55,0,0,0,0
3/5/2017,3,1,14,6.09,-1,25,18.91,55,0,0,0,0
3/5/2017,3,1,20,6.41,0,24,17.59,55,0,0,0,0
3/5/2017,3,1,15,6.519,-2,25,18.481,55,0,0,0,0
3/5/2017,3,1,16,6.519,-3,25,18.481,55,0,0,0,0
3/5/2017,3,1,13,6.801,-4,25,18.199,55,0,0,0,0
3/5/2017,3,1,21,6.962,-5,22,15.038,55,0,0,0,0
3/5/2017,3,1,23,7.038,1,21,13.962,55,0,0,0,0
3/5/2017,3,1,22,7.051,-1,21,13.949,55,0,0,0,0
3/5/2017,3,1,12,7.173,0,24,16.827,55,0,0,0,0
3/5/2017,3,1,8,7.423,2,18,10.577,55,0,0,0,0
3/5/2017,3,1,9,7.603,1,21,13.397,55,0,0,0,0
3/5/2017,3,1,7,7.712,-3,16,8.288,55,0,0,0,0
3/5/2017,3,1,10,8.263,2,23,14.737,55,0,0,0,0
3/5/2017,3,1,18,9.038,4,26,16.962,55,0,0,0,0
3/5/2017,3,1,11,9.186,10,24,14.814,55,0,0,0,0
3/5/2017,3,1,19,9.41,-1,27,17.59,55,0,0,0,0
3/10/2017,3,6,11,0.25,-2,22,21.75,70,0,0,0,0
3/10/2017,3,6,12,0.276,2,22,21.724,70,0,0,0,0
3/10/2017,3,6,13,0.462,-11,23,22.538,70,0,0,0,0
3/10/2017,3,6,15,0.885,3,24,23.115,70,0,1,1,1
3/10/2017,3,6,14,1.288,10,23,21.712,70,0,0,0,0
3/10/2017,3,6,9,1.417,1,18,16.583,70,0,0,0,0
3/10/2017,3,6,21,1.487,3,20,18.513,70,0,0,0,0
3/10/2017,3,6,16,2.026,6,24,21.974,70,0,1,1,5
3/10/2017,3,6,10,2.147,10,22,19.853,70,0,0,0,0
3/10/2017,3,6,20,2.519,3,22,19.481,70,0,0,0,0
3/10/2017,3,6,6,2.846,-2,10,7.154,70,0,0,0,0
3/10/2017,3,6,8,2.929,3,16,13.071,70,0,0,0,0
3/10/2017,3,6,17,3.032,1,25,21.968,70,0,1,0,5
3/10/2017,3,6,5,3.872,-1,11,7.128,70,0,0,0,0
3/10/2017,3,6,22,4.051,-12,20,15.949,70,0,0,0,0
3/10/2017,3,6,23,4.109,3,20,15.891,70,0,0,0,0
3/10/2017,3,6,7,4.218,-1,13,8.782,70,0,0,0,0
3/10/2017,3,6,4,5.474,0,13,7.526,70,0,0,0,0
3/10/2017,3,6,19,7.75,-10,28,20.25,70,0,0,0,0
3/10/2017,3,6,0,7.769,-4,21,13.231,70,0,0,0,0
3/10/2017,3,6,18,8.942,3,29,20.058,70,0,1,0,1
3/10/2017,3,6,1,8.981,-1,21,12.019,70,0,0,0,0
3/10/2017,3,6,3,9.218,-10,18,8.782,70,0,0,0,0
3/10/2017,3,6,2,9.436,-2,21,11.564,70,0,0,0,0
3/13/2017,3,2,15,1.891,-1,25,23.109,77,0,0,0,0
3/13/2017,3,2,14,1.994,-3,25,23.006,77,0,0,0,0
3/13/2017,3,2,17,2.449,0,23,20.551,77,0,0,0,0
3/13/2017,3,2,16,2.885,2,25,22.115,77,0,1,0,1
3/13/2017,3,2,12,3.167,-1,24,20.833,77,0,0,0,0
3/13/2017,3,2,10,3.244,5,23,19.756,77,0,0,0,0
3/13/2017,3,2,9,3.686,-1,20,16.314,77,0,0,0,0
3/13/2017,3,2,13,3.737,6,25,21.263,77,0,0,0,0
3/13/2017,3,2,11,3.801,2,24,20.199,77,0,0,0,0
3/13/2017,3,2,4,4.513,2,12,7.487,77,0,0,0,0
3/13/2017,3,2,8,4.596,-1,17,12.404,77,0,0,0,0
3/13/2017,3,2,0,4.955,-1,18,13.045,77,0,0,0,0
3/13/2017,3,2,5,5.308,-2,12,6.692,77,0,0,0,0
3/13/2017,3,2,21,5.5,0,22,16.5,77,0,0,0,0
3/13/2017,3,2,7,5.532,0,15,9.468,77,0,0,0,0
3/13/2017,3,2,6,5.545,0,12,6.455,77,0,0,0,0
3/13/2017,3,2,22,6.212,1,21,14.788,77,0,0,0,0
3/13/2017,3,2,18,6.571,1,26,19.429,77,0,0,0,0
3/13/2017,3,2,3,6.737,0,16,9.263,77,0,0,0,0
3/13/2017,3,2,1,6.853,1,18,11.147,77,0,0,0,0
3/13/2017,3,2,20,6.942,2,24,17.058,77,0,0,0,0
3/13/2017,3,2,23,7.718,-10,21,13.282,77,0,0,0,0
3/13/2017,3,2,2,8.282,1,18,9.718,77,0,0,0,0
3/13/2017,3,2,19,9.538,-1,27,17.462,77,0,0,0,0
3/19/2017,3,1,20,2.365,-1,20,17.635,64,0,0,0,0
3/19/2017,3,1,1,2.641,-2,19,16.359,64,0,0,0,0
3/19/2017,3,1,4,3.128,3,14,10.872,64,0,0,0,0
3/19/2017,3,1,18,3.327,4,21,17.673,64,0,0,0,0
3/19/2017,3,1,2,3.519,6,19,15.481,64,0,0,0,0
3/19/2017,3,1,3,3.59,-4,17,13.41,64,0,0,0,0
3/19/2017,3,1,6,3.788,-7,11,7.212,64,0,0,0,0
3/19/2017,3,1,0,3.949,-5,19,15.051,64,0,0,0,0
3/19/2017,3,1,22,4.186,0,18,13.814,64,0,0,0,0
3/19/2017,3,1,23,4.378,0,18,13.622,64,0,0,0,0
3/19/2017,3,1,21,4.385,0,19,14.615,64,0,1,0,1
3/19/2017,3,1,5,4.468,-5,12,7.532,64,0,0,0,0
3/19/2017,3,1,19,4.872,-3,23,18.128,64,0,0,0,0
3/19/2017,3,1,14,5.263,0,24,18.737,64,0,0,0,0
3/19/2017,3,1,15,5.801,-5,24,18.199,64,0,0,0,0
3/19/2017,3,1,17,6.019,1,25,18.981,64,0,0,0,0
3/19/2017,3,1,13,6.109,-2,24,17.891,64,0,0,0,0
3/19/2017,3,1,12,6.154,-1,23,16.846,64,0,0,0,0
3/19/2017,3,1,8,6.936,1,18,11.064,64,0,0,0,0
3/19/2017,3,1,16,7.026,1,25,17.974,64,0,0,0,0
3/19/2017,3,1,10,7.301,3,22,14.699,64,0,0,0,0
3/19/2017,3,1,9,7.635,-1,21,13.365,64,0,0,0,0
3/19/2017,3,1,11,8.122,3,23,14.878,64,0,0,0,0
3/19/2017,3,1,7,8.532,13,17,8.468,64,0,0,0,0
3/20/2017,3,2,4,2.378,1,10,7.622,62,0,1,0,1
3/20/2017,3,2,15,2.692,0,26,23.308,62,0,0,0,0
3/20/2017,3,2,14,2.853,1,26,23.147,62,0,0,0,0
3/20/2017,3,2,10,3.372,-3,23,19.628,62,0,0,0,0
3/20/2017,3,2,13,3.397,0,25,21.603,62,0,0,0,0
3/20/2017,3,2,16,3.583,0,26,22.417,62,0,0,0,0
3/20/2017,3,2,9,3.763,4,20,16.237,62,0,0,0,0
3/20/2017,3,2,12,3.827,6,25,21.173,62,0,0,0,0
3/20/2017,3,2,17,4.321,2,25,20.679,62,0,0,0,0
3/20/2017,3,2,6,4.397,2,11,6.603,62,0,0,0,0
3/20/2017,3,2,5,4.404,-9,11,6.596,62,0,0,0,0
3/20/2017,3,2,11,4.641,-1,25,20.359,62,0,0,0,0
3/20/2017,3,2,0,4.853,0,18,13.147,62,0,0,0,0
3/20/2017,3,2,3,4.923,2,14,9.077,62,0,0,0,0
3/20/2017,3,2,1,5.942,4,17,11.058,62,0,0,0,0
3/20/2017,3,2,21,6.494,2,23,16.506,62,0,0,0,0
3/20/2017,3,2,8,6.513,-2,19,12.487,62,0,0,0,0
3/20/2017,3,2,18,6.526,-6,26,19.474,62,0,0,0,0
3/20/2017,3,2,20,6.827,-1,24,17.173,62,0,0,0,0
3/20/2017,3,2,22,7.16,-10,22,14.84,62,0,0,0,0
3/20/2017,3,2,2,7.385,-2,17,9.615,62,0,0,0,0
3/20/2017,3,2,7,7.391,12,17,9.609,62,0,0,0,0
3/20/2017,3,2,23,7.859,-4,21,13.141,62,0,0,0,0
3/20/2017,3,2,19,8.494,2,26,17.506,62,0,0,0,0
3/29/2017,3,4,5,3,1,10,7,66,0,0,0,0
3/29/2017,3,4,7,3.205,2,14,10.795,66,0,0,0,0
3/29/2017,3,4,6,3.788,2,11,7.212,66,0,0,0,0
3/29/2017,3,4,21,3.795,-12,22,18.205,66,0,0,0,0
3/29/2017,3,4,11,4.353,-1,27,22.647,66,0,0,0,0
3/29/2017,3,4,9,4.41,0,21,16.59,66,0,0,0,0
3/29/2017,3,4,8,5.026,4,18,12.974,66,0,0,0,0
3/29/2017,3,4,23,5.231,2,20,14.769,66,0,0,0,0
3/29/2017,3,4,12,5.359,2,28,22.641,66,0,0,0,0
3/29/2017,3,4,22,5.41,0,21,15.59,66,0,0,0,0
3/29/2017,3,4,20,5.679,-4,24,18.321,66,0,0,0,0
3/29/2017,3,4,4,5.699,-2,13,7.301,66,0,0,0,0
3/29/2017,3,4,18,6.199,-11,28,21.801,66,0,0,0,0
3/29/2017,3,4,10,6.481,-5,27,20.519,66,0,0,0,0
3/29/2017,3,4,13,6.718,1,29,22.282,66,0,0,0,0
3/29/2017,3,4,17,6.756,10,29,22.244,66,0,0,0,0
3/29/2017,3,4,15,7.032,2,31,23.968,66,0,0,0,0
3/29/2017,3,4,14,7.135,2,30,22.865,66,0,0,0,0
3/29/2017,3,4,19,8.692,4,28,19.308,66,0,1,0,1
3/29/2017,3,4,16,8.827,1,31,22.173,66,0,0,0,0
3/29/2017,3,4,0,9.16,2,21,11.84,66,0,0,0,0
3/29/2017,3,4,1,9.481,0,21,11.519,66,0,0,0,0
3/29/2017,3,4,3,10.103,-6,18,7.897,66,0,0,0,0
3/29/2017,3,4,2,11.231,1,21,9.769,66,0,0,0,0
4/10/2017,4,2,16,2.692,0,25,22.308,64,0,0,0,0
4/10/2017,4,2,4,3.417,2,11,7.583,64,0,0,0,0
4/10/2017,4,2,15,3.942,-2,27,23.058,64,0,0,0,0
4/10/2017,4,2,9,4.372,2,21,16.628,64,0,0,0,0
4/10/2017,4,2,14,4.391,-2,27,22.609,64,0,0,0,0
4/10/2017,4,2,21,4.487,-10,21,16.513,64,0,0,0,0
4/10/2017,4,2,6,4.513,-2,11,6.487,64,0,0,0,0
4/10/2017,4,2,13,4.776,0,26,21.224,64,0,0,0,0
4/10/2017,4,2,12,4.872,0,26,21.128,64,0,0,0,0
4/10/2017,4,2,17,4.987,3,26,21.013,64,0,0,0,0
4/10/2017,4,2,0,5.077,-11,18,12.923,64,0,0,0,0
4/10/2017,4,2,22,5.096,-12,20,14.904,64,0,0,0,0
4/10/2017,4,2,10,5.314,3,25,19.686,64,0,0,0,0
4/10/2017,4,2,7,5.327,10,15,9.673,64,0,1,0,2
4/10/2017,4,2,8,5.34,10,18,12.66,64,0,1,0,1
4/10/2017,4,2,5,5.679,-11,12,6.321,64,0,0,0,0
4/10/2017,4,2,3,5.737,-4,15,9.263,64,0,0,0,0
4/10/2017,4,2,20,5.878,11,23,17.122,64,0,0,0,0
4/10/2017,4,2,23,6.09,6,19,12.91,64,0,0,0,0
4/10/2017,4,2,11,6.154,1,26,19.846,64,0,0,0,0
4/10/2017,4,2,1,6.673,0,18,11.327,64,0,0,0,0
4/10/2017,4,2,18,7.66,1,27,19.34,64,0,0,0,0
4/10/2017,4,2,2,8.468,0,18,9.532,64,0,0,0,0
4/10/2017,4,2,19,8.474,-4,26,17.526,64,0,0,0,0
4/18/2017,4,3,9,5.801,11,25,19.199,67,0,0,0,0
4/18/2017,4,3,4,6.096,-1,14,7.904,67,0,0,0,0
4/18/2017,4,3,5,6.192,2,13,6.808,67,0,0,0,0
4/18/2017,4,3,22,6.91,-4,23,16.09,67,0,0,0,0
4/18/2017,4,3,6,6.923,2,14,7.077,67,0,0,0,0
4/18/2017,4,3,20,7.545,12,26,18.455,67,0,1,0,1
4/18/2017,4,3,23,7.628,-3,22,14.372,67,0,0,0,0
4/18/2017,4,3,17,8.359,0,30,21.641,67,0,0,0,0
4/18/2017,4,3,19,8.487,3,28,19.513,67,0,0,0,0
4/18/2017,4,3,16,8.596,13,31,22.404,67,0,0,0,0
4/18/2017,4,3,8,8.712,4,22,13.288,67,0,0,0,0
4/18/2017,4,3,10,8.878,12,29,20.122,67,0,0,0,0
4/18/2017,4,3,21,8.936,-13,26,17.064,67,0,0,0,0
4/18/2017,4,3,18,9.032,-18,29,19.968,67,0,0,0,0
4/18/2017,4,3,3,9.577,-2,18,8.423,67,0,0,0,0
4/18/2017,4,3,15,9.59,1,31,21.41,67,0,0,0,0
4/18/2017,4,3,13,9.808,3,31,21.192,67,0,0,0,0
4/18/2017,4,3,0,9.885,1,21,11.115,67,0,0,0,0
4/18/2017,4,3,7,10.083,5,19,8.917,67,0,0,0,0
4/18/2017,4,3,1,10.212,0,21,10.788,67,0,0,0,0
4/18/2017,4,3,11,10.378,-16,31,20.622,67,0,0,0,0
4/18/2017,4,3,12,10.423,-2,31,20.577,67,0,0,0,0
4/18/2017,4,3,14,10.705,-3,32,21.295,67,0,0,0,0
4/18/2017,4,3,2,10.814,-10,21,10.186,67,0,0,0,0
4/23/2017,4,1,5,4.244,-1,12,7.756,64,0,0,0,0
4/23/2017,4,1,4,4.936,-1,15,10.064,64,0,0,0,0
4/23/2017,4,1,22,5.141,0,19,13.859,64,0,0,0,0
4/23/2017,4,1,23,5.167,-2,19,13.833,64,0,0,0,0
4/23/2017,4,1,20,5.519,4,22,16.481,64,0,0,0,0
4/23/2017,4,1,6,5.583,0,13,7.417,64,0,0,0,0
4/23/2017,4,1,21,5.853,4,20,14.147,64,0,0,0,0
4/23/2017,4,1,19,6.974,2,24,17.026,64,0,0,0,0
4/23/2017,4,1,18,7.66,2,24,16.34,64,0,0,0,0
4/23/2017,4,1,1,8.833,6,25,16.167,64,0,0,0,0
4/23/2017,4,1,14,8.942,1,27,18.058,64,0,0,0,0
4/23/2017,4,1,3,8.949,-4,22,13.051,64,0,0,0,0
4/23/2017,4,1,17,9.16,-1,27,17.84,64,0,0,0,0
4/23/2017,4,1,7,9.186,0,18,8.814,64,0,0,0,0
4/23/2017,4,1,12,9.487,2,26,16.513,64,0,0,0,0
4/23/2017,4,1,8,9.558,10,21,11.442,64,0,0,0,0
4/23/2017,4,1,16,9.853,12,27,17.147,64,0,0,0,0
4/23/2017,4,1,2,9.891,-5,25,15.109,64,0,0,0,0
4/23/2017,4,1,0,9.929,0,25,15.071,64,0,0,0,0
4/23/2017,4,1,15,9.968,3,27,17.032,64,0,0,0,0
4/23/2017,4,1,13,10.058,4,27,16.942,64,0,0,0,0
4/23/2017,4,1,11,10.205,0,26,15.795,64,0,0,0,0
4/23/2017,4,1,9,10.346,3,23,12.654,64,0,0,0,0
4/23/2017,4,1,10,10.378,-1,25,14.622,64,0,1,0,1
5/9/2017,5,3,4,3.353,2,11,7.647,75,0,1,0,1
5/9/2017,5,3,5,5.071,-2,12,6.929,75,0,0,0,0
5/9/2017,5,3,7,5.545,3,15,9.455,75,0,0,0,0
5/9/2017,5,3,9,5.596,4,25,19.404,75,0,0,0,0
5/9/2017,5,3,6,5.686,2,13,7.314,75,0,0,0,0
5/9/2017,5,3,22,7.481,3,24,16.519,75,0,0,0,0
5/9/2017,5,3,23,7.724,-10,22,14.276,75,0,0,0,0
5/9/2017,5,3,0,7.853,-1,19,11.147,75,0,0,0,0
5/9/2017,5,3,1,7.929,0,19,11.071,75,0,0,0,0
5/9/2017,5,3,8,8.083,0,22,13.917,75,0,0,0,0
5/9/2017,5,3,20,8.083,0,27,18.917,75,0,0,0,0
5/9/2017,5,3,3,8.276,0,16,7.724,75,0,0,0,0
5/9/2017,5,3,17,8.442,-1,31,22.558,75,0,0,0,0
5/9/2017,5,3,21,8.827,2,26,17.173,75,0,0,0,0
5/9/2017,5,3,11,9.218,-1,30,20.782,75,0,0,0,0
5/9/2017,5,3,10,9.256,10,30,20.744,75,0,0,0,0
5/9/2017,5,3,2,9.917,0,19,9.083,75,0,0,0,0
5/9/2017,5,3,12,10.513,-1,31,20.487,75,0,0,0,0
5/9/2017,5,3,13,10.622,2,32,21.378,75,0,0,0,0
5/9/2017,5,3,16,10.891,4,33,22.109,75,0,0,0,0
5/9/2017,5,3,19,11.641,2,31,19.359,75,0,0,0,0
5/9/2017,5,3,14,12.731,0,34,21.269,75,0,0,0,0
5/9/2017,5,3,18,12.756,-1,33,20.244,75,0,0,0,0
5/9/2017,5,3,15,13.346,-1,34,20.654,75,0,0,0,0
5/15/2017,5,2,9,3.776,1,21,17.224,63,0,0,0,0
5/15/2017,5,2,12,3.949,-1,26,22.051,63,0,0,0,0
5/15/2017,5,2,13,3.994,-3,26,22.006,63,0,0,0,0
5/15/2017,5,2,14,4.147,-13,27,22.853,63,0,0,0,0
5/15/2017,5,2,17,4.218,3,25,20.782,63,0,0,0,0
5/15/2017,5,2,4,4.244,-1,12,7.756,63,0,0,0,0
5/15/2017,5,2,15,4.519,0,27,22.481,63,0,0,0,0
5/15/2017,5,2,11,4.679,0,25,20.321,63,0,0,0,0
5/15/2017,5,2,7,4.994,-1,15,10.006,63,0,0,0,0
5/15/2017,5,2,0,5.038,1,18,12.962,63,0,0,0,0
5/15/2017,5,2,10,5.135,14,25,19.865,63,0,0,0,0
5/15/2017,5,2,16,5.16,11,27,21.84,63,0,1,0,2
5/15/2017,5,2,6,5.378,3,12,6.622,63,0,0,0,0
5/15/2017,5,2,3,5.564,-2,15,9.436,63,0,0,0,0
5/15/2017,5,2,5,5.782,0,12,6.218,63,0,0,0,0
5/15/2017,5,2,21,6.032,1,23,16.968,63,0,0,0,0
5/15/2017,5,2,8,6.154,1,19,12.846,63,0,0,0,0
5/15/2017,5,2,1,6.679,-5,18,11.321,63,0,0,0,0
5/15/2017,5,2,22,7.006,-1,22,14.994,63,0,0,0,0
5/15/2017,5,2,20,7.705,0,25,17.295,63,0,0,0,0
5/15/2017,5,2,2,7.929,-2,18,10.071,63,0,0,0,0
5/15/2017,5,2,23,7.968,5,21,13.032,63,0,0,0,0
5/15/2017,5,2,18,9.103,-10,28,18.897,63,0,0,0,0
5/15/2017,5,2,19,10.212,-10,27,16.788,63,0,0,0,0
5/18/2017,5,5,6,1.84,-1,8,6.16,76,0,0,0,0
5/18/2017,5,5,16,2.09,-3,27,24.91,76,0,0,0,0
5/18/2017,5,5,17,3.109,3,27,23.891,76,0,0,0,0
5/18/2017,5,5,5,3.833,-2,10,6.167,76,0,0,0,0
5/18/2017,5,5,9,3.929,2,21,17.071,76,0,0,0,0
5/18/2017,5,5,12,4.558,-5,27,22.442,76,0,1,0,1
5/18/2017,5,5,13,4.686,4,28,23.314,76,0,0,0,0
5/18/2017,5,5,20,4.962,-5,25,20.038,76,0,0,0,0
5/18/2017,5,5,14,5.314,-10,29,23.686,76,0,0,0,0
5/18/2017,5,5,4,5.333,-4,13,7.667,76,0,0,0,0
5/18/2017,5,5,11,5.423,3,26,20.577,76,0,0,0,0
5/18/2017,5,5,18,5.538,0,27,21.462,76,0,0,0,0
5/18/2017,5,5,15,5.628,4,28,22.372,76,0,0,0,0
5/18/2017,5,5,8,5.769,10,20,14.231,76,0,0,0,0
5/18/2017,5,5,10,5.827,2,25,19.173,76,0,0,0,0
5/18/2017,5,5,22,6.378,-1,23,16.622,76,0,0,0,0
5/18/2017,5,5,19,6.532,3,26,19.468,76,0,0,0,0
5/18/2017,5,5,23,6.615,-1,22,15.385,76,0,0,0,0
5/18/2017,5,5,7,6.737,5,16,9.263,76,0,0,0,0
5/18/2017,5,5,21,7.686,3,24,16.314,76,0,0,0,0
5/18/2017,5,5,0,9.397,4,21,11.603,76,0,0,0,0
5/18/2017,5,5,3,9.423,1,18,8.577,76,0,0,0,0
5/18/2017,5,5,2,11.333,-1,21,9.667,76,0,0,0,0
5/18/2017,5,5,1,11.526,-4,21,9.474,76,0,0,0,0
5/25/2017,5,5,17,0.429,0,24,23.571,65,0,0,0,0
5/25/2017,5,5,16,1.647,-1,26,24.353,65,0,0,0,0
5/25/2017,5,5,14,3.365,-2,27,23.635,65,0,0,0,0
5/25/2017,5,5,13,3.615,3,27,23.385,65,0,0,0,0
5/25/2017,5,5,12,3.635,-1,26,22.365,65,0,1,0,1
5/25/2017,5,5,8,4.667,3,19,14.333,65,0,0,0,0
5/25/2017,5,5,9,4.679,0,22,17.321,65,0,0,0,0
5/25/2017,5,5,15,4.705,0,27,22.295,65,0,0,0,0
5/25/2017,5,5,5,4.917,0,11,6.083,65,0,0,0,0
5/25/2017,5,5,6,4.949,3,11,6.051,65,0,0,0,0
5/25/2017,5,5,11,5.083,-4,26,20.917,65,0,0,0,0
5/25/2017,5,5,4,5.231,-3,13,7.769,65,0,0,0,0
5/25/2017,5,5,10,5.737,-1,25,19.263,65,0,0,0,0
5/25/2017,5,5,20,6.128,0,26,19.872,65,0,0,0,0
5/25/2017,5,5,18,6.615,-3,28,21.385,65,0,0,0,0
5/25/2017,5,5,23,6.654,0,22,15.346,65,0,0,0,0
5/25/2017,5,5,7,6.84,11,16,9.16,65,0,0,0,0
5/25/2017,5,5,22,7.237,1,24,16.763,65,0,0,0,0
5/25/2017,5,5,21,8.494,0,25,16.506,65,0,0,0,0
5/25/2017,5,5,19,9.577,-3,29,19.423,65,0,0,0,0
5/25/2017,5,5,3,10.269,0,19,8.731,65,0,0,0,0
5/25/2017,5,5,0,10.321,2,22,11.679,65,0,0,0,0
5/25/2017,5,5,2,12.013,1,22,9.987,65,0,0,0,0
5/25/2017,5,5,1,12.417,0,22,9.583,65,0,0,0,0
5/29/2017,5,2,6,1.199,-5,8,6.801,60,0,0,0,0
5/29/2017,5,2,5,1.878,1,8,6.122,60,0,1,1,1
5/29/2017,5,2,4,2.75,-2,10,7.25,60,0,0,0,0
5/29/2017,5,2,0,3.385,0,16,12.615,60,0,0,0,0
5/29/2017,5,2,21,4.186,0,21,16.814,60,0,0,0,0
5/29/2017,5,2,3,4.538,-2,14,9.462,60,0,0,0,0
5/29/2017,5,2,12,4.718,2,27,22.282,60,0,0,0,0
5/29/2017,5,2,1,4.955,0,16,11.045,60,0,0,0,0
5/29/2017,5,2,22,5.308,-1,20,14.692,60,0,0,0,0
5/29/2017,5,2,10,5.41,2,26,20.59,60,0,0,0,0
5/29/2017,5,2,9,5.417,1,23,17.583,60,0,0,0,0
5/29/2017,5,2,23,5.519,-2,19,13.481,60,0,0,0,0
5/29/2017,5,2,20,5.731,-2,23,17.269,60,0,0,0,0
5/29/2017,5,2,2,5.859,-1,16,10.141,60,0,0,0,0
5/29/2017,5,2,11,6.045,-2,27,20.955,60,0,0,0,0
5/29/2017,5,2,13,6.359,-2,28,21.641,60,0,0,0,0
5/29/2017,5,2,14,6.385,0,29,22.615,60,0,0,0,0
5/29/2017,5,2,15,6.526,1,29,22.474,60,0,0,0,0
5/29/2017,5,2,16,6.968,3,29,22.032,60,0,0,0,0
5/29/2017,5,2,18,7.205,-1,26,18.795,60,0,0,0,0
5/29/2017,5,2,17,7.744,-1,29,21.256,60,0,0,0,0
5/29/2017,5,2,8,7.878,7,21,13.122,60,0,0,0,0
5/29/2017,5,2,7,7.968,3,18,10.032,60,0,0,0,0
5/29/2017,5,2,19,8.526,3,25,16.474,60,0,0,0,0
6/8/2017,6,5,23,1.538,-4,17,15.462,66,0,0,0,0
6/8/2017,6,5,22,2.397,-15,19,16.603,66,0,0,0,0
6/8/2017,6,5,20,2.513,10,22,19.487,66,0,1,0,8
6/8/2017,6,5,4,3.404,3,11,7.596,66,0,0,0,0
6/8/2017,6,5,5,4.167,-3,10,5.833,66,0,0,0,0
6/8/2017,6,5,6,4.167,0,10,5.833,66,0,0,0,0
6/8/2017,6,5,21,4.269,0,21,16.731,66,0,0,0,0
6/8/2017,6,5,8,4.462,6,19,14.538,66,0,0,0,0
6/8/2017,6,5,9,4.462,12,22,17.538,66,0,0,0,0
6/8/2017,6,5,18,5.34,1,27,21.66,66,0,0,0,0
6/8/2017,6,5,19,5.372,0,25,19.628,66,0,0,0,0
6/8/2017,6,5,13,5.628,-1,29,23.372,66,0,0,0,0
6/8/2017,6,5,12,5.647,0,28,22.353,66,0,0,0,0
6/8/2017,6,5,17,5.833,-10,29,23.167,66,0,0,0,0
6/8/2017,6,5,7,6.814,0,16,9.186,66,0,0,0,0
6/8/2017,6,5,11,6.981,2,28,21.019,66,0,0,0,0
6/8/2017,6,5,16,7.282,15,31,23.718,66,0,0,0,0
6/8/2017,6,5,10,7.295,-1,27,19.705,66,0,0,0,0
6/8/2017,6,5,3,7.404,-7,16,8.596,66,0,0,0,0
6/8/2017,6,5,14,7.468,-2,31,23.532,66,0,0,0,0
6/8/2017,6,5,0,7.538,-10,19,11.462,66,0,0,0,0
6/8/2017,6,5,15,8.724,1,31,22.276,66,0,0,0,0
6/8/2017,6,5,2,8.987,0,19,10.013,66,0,0,0,0
6/8/2017,6,5,1,9.449,7,19,9.551,66,0,0,0,0
6/20/2017,6,3,6,0.686,1,8,7.314,72,0,1,1,1
