SCHD_DATE,MONTH,DAY_OF_WEEK,HOUR,STAFFED_UNITS,PRIVATE_UNITS,TOTAL_UNITS,PROJECTED_MAX_CALLS,UNITS_ON_CALLS,EVENT,RAIN,MIN_TEMPERATURE,MAX_TEMPERATURE,XXM_DISPATCHES,XXM_STATE,EVENT_STATE
9/11/17,9,2,8.5,18,6,24,19,13,,0,62,89,0,0,0
9/11/17,9,2,9,18,8,26,20,17,,0,62,89,0,0,0
9/11/17,9,2,9.5,20,8,28,25,20,,0,62,89,0,0,0
9/11/17,9,2,10,21,11,32,24,17,,0,62,89,0,0,0
9/11/17,9,2,10.5,21,11,32,25,20,,0,62,89,0,0,0
9/11/17,9,2,11,22,11,33,26,20,,0,62,89,0,0,0
9/11/17,9,2,11.5,22,11,33,26,24,,0,62,89,0,0,0
9/11/17,9,2,12,22,11,33,26,28,,0,62,89,0,0,0
9/11/17,9,2,12.5,23,11,34,27.5,22,,0,62,89,0,0,0
9/11/17,9,2,13,23,11,34,27.5,22,,0,62,89,0,0,0
9/11/17,9,2,13.5,24,11,35,28,22,,0,62,89,0,0,0
9/11/17,9,2,14,24,11,35,28,19,,0,62,89,0,0,0
9/11/17,9,2,14.5,24,11,35,27,19,,0,62,89,0,0,0
9/11/17,9,2,15,24,11,35,26,27,,0,62,89,0,0,0
9/11/17,9,2,15.5,27,11,38,25,20,,0,62,89,0,0,0
9/11/17,9,2,16,26,11,37,24.5,21,,0,62,89,0,0,0
9/11/17,9,2,16.5,27,11,38,25.5,22,,0,62,89,0,0,0
9/11/17,9,2,17,25,11,36,27,24,,0,62,89,0,0,0
9/11/17,9,2,17.5,25,10,35,25,22,,0,62,89,0,0,0
9/11/17,9,2,18,24,10,34,23,18,,0,62,89,0,0,0
9/11/17,9,2,18.5,27,11,38,22,18,,0,62,89,0,0,0
9/11/17,9,2,19,25,10,35,23,18,,0,62,89,0,0,0
9/11/17,9,2,19.5,24,10,34,22,16,,0,62,89,0,0,0
9/11/17,9,2,20,21,11,32,20,15,,0,62,89,0,0,0
9/11/17,9,2,20.5,21,10,31,20.5,12,,0,62,89,0,0,0
9/11/17,9,2,21,21,8,29,20.5,12,,0,62,89,0,0,0
9/11/17,9,2,21.5,20,9,29,20,14,,0,62,89,0,0,0
9/11/17,9,2,22,20,6,26,20,14,,0,62,89,0,0,0
9/11/17,9,2,22.5,19,6,25,19,14,,0,62,89,0,0,0
9/11/17,9,2,23,19,6,25,18,11,,0,62,89,0,0,0
9/11/17,9,2,23.5,19,6,25,18,10,,0,62,89,0,0,0
9/12/17,9,3,0,18,6,24,16,11,,0,61,85,0,0,0
9/12/17,9,3,0.5,18,6,24,14,14,,0,61,85,0,0,0
9/12/17,9,3,1,18,6,24,14,17,,0,61,85,0,0,0
9/12/17,9,3,1.5,18,6,24,13,13,,0,61,85,0,0,0
9/12/17,9,3,2,18,6,24,12,11,,0,61,85,0,0,0
9/12/17,9,3,2.5,18,6,24,11,9,,0,61,85,0,0,0
9/12/17,9,3,3,15,6,21,12.5,8,,0,61,85,0,0,0
9/12/17,9,3,3.5,15,6,21,11,6,,0,61,85,0,0,0
9/12/17,9,3,4,13,6,19,10,7,,0,61,85,0,0,0
9/12/17,9,3,4.5,10,6,16,10,3,,0,61,85,0,0,0
9/12/17,9,3,5,8,6,14,10,5,,0,61,85,0,0,0
9/12/17,9,3,5.5,8,7,15,10.5,6,,0,61,85,0,0,0
9/12/17,9,3,6,7,7,14,11.5,3,,0,61,85,0,0,0
9/12/17,9,3,6.5,8,6,14,11,4,,0,61,85,0,0,0
9/12/17,9,3,7,13,7,20,14,11,,0,61,85,0,0,0
9/12/17,9,3,7.5,15,7,22,17,12,,0,61,85,0,0,0
9/12/17,9,3,8,16,6,22,18,14,,0,61,85,0,0,0
9/12/17,9,3,8.5,19,6,25,21,16,,0,61,85,0,0,0
9/12/17,9,3,9,19,7,26,22.5,16,,0,61,85,0,0,0
9/12/17,9,3,9.5,21,7,28,26,14,,0,61,85,0,0,0
9/12/17,9,3,10,24,9,33,27,13,,0,61,85,0,0,0
9/12/17,9,3,10.5,23,9,32,25,20,,0,61,85,1,1,0
9/12/17,9,3,11,25,9,34,24.5,26,,0,61,85,0,0,0
9/12/17,9,3,11.5,25,9,34,25.5,25,,0,61,85,0,0,0
9/12/17,9,3,12,25,9,34,25,21,,0,61,85,0,0,0
9/12/17,9,3,12.5,26,9,35,25,24,,0,61,85,0,0,0
9/12/17,9,3,13,26,9,35,26,23,,0,61,85,0,0,0
9/12/17,9,3,13.5,28,9,37,28,22,,0,61,85,0,0,0
9/12/17,9,3,14,28,9,37,27,18,,0,61,85,0,0,0
9/12/17,9,3,14.5,27,9,36,30,17,,0,61,85,0,0,0
9/12/17,9,3,15,28,9,37,27,17,,0,61,85,0,0,0
9/12/17,9,3,15.5,31,9,40,27,21,,0,61,85,0,0,0
9/12/17,9,3,16,31,9,40,26,16,,0,61,85,0,0,0
9/12/17,9,3,16.5,31,9,40,25,20,,0,61,85,0,0,0
9/12/17,9,3,17,29,9,38,26,24,,0,61,85,0,0,0
9/12/17,9,3,17.5,31,8,39,29,29,,0,61,85,0,0,0
9/12/17,9,3,18,30,8,38,25.5,20,,0,61,85,0,0,0
9/12/17,9,3,18.5,29,9,38,25,14,,0,61,85,0,0,0
9/12/17,9,3,19,26,8,34,27,11,,0,61,85,0,0,0
9/12/17,9,3,19.5,24,8,32,25,11,,0,61,85,0,0,0
9/12/17,9,3,20,21,9,30,25,14,,0,61,85,0,0,0
9/12/17,9,3,20.5,20,8,28,23,18,,0,61,85,0,0,0
9/12/17,9,3,21,21,7,28,22,16,,0,61,85,0,0,0
9/12/17,9,3,21.5,20,8,28,22,14,,0,61,85,0,0,0
9/12/17,9,3,22,20,6,26,22,13,,0,61,85,0,0,0
9/12/17,9,3,22.5,20,6,26,19.5,13,,0,61,85,0,0,0
9/12/17,9,3,23,18,6,24,20,14,,0,61,85,0,0,0
9/12/17,9,3,23.5,18,6,24,17,16,,0,61,85,0,0,0
9/13/17,9,4,0,17,6,23,14,8,,0,60,74,0,0,0
9/13/17,9,4,0.5,17,6,23,15,11,,0,60,74,0,0,0
9/13/17,9,4,1,17,6,23,13,6,,0,60,74,0,0,0
9/13/17,9,4,1.5,17,6,23,15,7,,0,60,74,0,0,0
9/13/17,9,4,2,17,6,23,14,6,,0,60,74,0,0,0
9/13/17,9,4,2.5,17,6,23,12,8,,0,60,74,0,0,0
9/13/17,9,4,3,14,6,20,12,6,,0,60,74,0,0,0
9/13/17,9,4,3.5,14,6,20,10.5,6,,0,60,74,0,0,0
9/13/17,9,4,4,12,6,18,9,2,,0,60,74,0,0,0
9/13/17,9,4,4.5,10,6,16,9,2,,0,60,74,0,0,0
9/13/17,9,4,5,8,6,14,9,3,,0,60,74,0,0,0
9/13/17,9,4,5.5,8,7,15,9,4,,0,60,74,0,0,0
9/13/17,9,4,6,9,7,16,9,7,,0,60,74,0,0,0
9/13/17,9,4,6.5,10,6,16,10,9,,0,60,74,0,0,0
9/13/17,9,4,7,13,6,19,13,8,,0,60,74,0,0,0
9/13/17,9,4,7.5,16,6,22,14.5,14,,0,60,74,0,0,0
9/13/17,9,4,8,17,6,23,17,13,,0,60,74,0,0,0
9/13/17,9,4,8.5,19,6,25,19,14,,0,60,74,0,0,0
9/13/17,9,4,9,19,8,27,20.5,11,,0,60,74,0,0,0
9/13/17,9,4,9.5,21,8,29,22,16,,0,60,74,0,0,0
9/13/17,9,4,10,24,10,34,24,20,,0,60,74,0,0,0
9/13/17,9,4,10.5,24,10,34,25,12,,0,60,74,0,0,0
9/13/17,9,4,11,25,10,35,26.5,15,,0,60,74,0,0,0
9/13/17,9,4,11.5,25,10,35,26.5,16,,0,60,74,0,0,0
9/13/17,9,4,12,25,10,35,29,17,,0,60,74,0,0,0
9/13/17,9,4,12.5,26,10,36,28,22,,0,60,74,0,0,0
9/13/17,9,4,13,26,10,36,27,21,,0,60,74,0,0,0
9/13/17,9,4,13.5,27,10,37,28,27,,0,60,74,0,0,0
9/13/17,9,4,14,27,10,37,27,32,,0,60,74,0,0,0
9/13/17,9,4,14.5,27,10,37,28,29,,0,60,74,0,0,0
9/13/17,9,4,15,27,10,37,28,23,,0,60,74,0,0,0
9/13/17,9,4,15.5,31,10,41,28,23,,0,60,74,0,0,0
9/13/17,9,4,16,31,10,41,28,28,,0,60,74,0,0,0
9/13/17,9,4,16.5,29,10,39,27,23,,0,60,74,0,0,0
9/13/17,9,4,17,26,10,36,29,17,,0,60,74,0,0,0
9/13/17,9,4,17.5,25,9,34,26,18,,0,60,74,0,0,0
9/13/17,9,4,18,25,9,34,27,14,,0,60,74,0,0,0
9/13/17,9,4,18.5,23,10,33,25,20,,0,60,74,0,0,0
9/13/17,9,4,19,22,10,32,23,21,,0,60,74,0,0,0
9/13/17,9,4,19.5,21,10,31,23,13,,0,60,74,0,0,0
9/13/17,9,4,20,19,10,29,23,14,,0,60,74,0,0,0
9/13/17,9,4,20.5,19,9,28,20,17,,0,60,74,0,0,0
9/13/17,9,4,21,19,7,26,20,19,,0,60,74,0,0,0
9/13/17,9,4,21.5,19,8,27,21,18,,0,60,74,0,0,0
9/13/17,9,4,22,19,6,25,20.5,21,,0,60,74,0,0,0
9/13/17,9,4,22.5,17,6,23,19,15,,0,60,74,0,0,0
9/13/17,9,4,23,15,6,21,18,6,,0,60,74,0,0,0
9/13/17,9,4,23.5,15,6,21,16,8,,0,60,74,0,0,0
9/14/17,9,5,0,14,6,20,16,11,,0,59,71,0,0,0
9/14/17,9,5,0.5,14,6,20,15,6,,0,59,71,0,0,0
9/14/17,9,5,1,14,6,20,14,9,,0,59,71,0,0,0
9/14/17,9,5,1.5,14,6,20,13,11,,0,59,71,0,0,0
9/14/17,9,5,2,14,6,20,12,9,,0,59,71,0,0,0
9/14/17,9,5,2.5,14,6,20,12,6,,0,59,71,0,0,0
9/14/17,9,5,3,11,6,17,12,9,,0,59,71,0,0,0
9/14/17,9,5,3.5,11,6,17,11,9,,0,59,71,0,0,0
9/14/17,9,5,4,10,6,16,10,10,,0,59,71,0,0,0
9/14/17,9,5,4.5,8,6,14,10,6,,0,59,71,0,0,0
9/14/17,9,5,5,7,6,13,10,4,,0,59,71,0,0,0
9/14/17,9,5,5.5,8,7,15,9.5,2,,0,59,71,0,0,0
9/14/17,9,5,6,10,7,17,9,2,,0,59,71,0,0,0
9/14/17,9,5,6.5,10,6,16,10,7,,0,59,71,0,0,0
9/14/17,9,5,7,13,7,20,12.5,8,,0,59,71,0,0,0
9/14/17,9,5,7.5,15,7,22,16,7,,0,59,71,0,0,0
9/14/17,9,5,8,16,7,23,19,10,,0,59,71,0,0,0
9/14/17,9,5,8.5,18,7,25,20.5,14,,0,59,71,0,0,0
9/14/17,9,5,9,18,9,27,22,17,,0,59,71,0,0,0
9/14/17,9,5,9.5,20,9,29,23,16,,0,59,71,0,0,0
9/14/17,9,5,10,23,11,34,26,14,,0,59,71,0,0,0
9/14/17,9,5,10.5,23,11,34,27,22,,0,59,71,0,0,0
9/14/17,9,5,11,24,11,35,27,22,,0,59,71,0,0,0
9/14/17,9,5,11.5,24,11,35,28,24,,0,59,71,0,0,0
9/14/17,9,5,12,24,11,35,26,21,,0,59,71,0,0,0
9/14/17,9,5,12.5,25,11,36,27,23,,0,59,71,0,0,0
9/14/17,9,5,13,25,11,36,28.5,24,,0,59,71,0,0,0
9/14/17,9,5,13.5,26,11,37,27,25,,0,59,71,0,0,0
9/14/17,9,5,14,26,11,37,28,24,,0,59,71,0,0,0
9/14/17,9,5,14.5,26,11,37,27.5,21,,0,59,71,0,0,0
9/14/17,9,5,15,26,11,37,28.5,18,,0,59,71,0,0,0
9/14/17,9,5,15.5,29,11,40,28,19,,0,59,71,0,0,0
9/14/17,9,5,16,29,11,40,28.5,20,,0,59,71,0,0,0
9/14/17,9,5,16.5,27,11,38,28,14,,0,59,71,0,0,0
9/14/17,9,5,17,24,11,35,28,11,,0,59,71,0,0,0
9/14/17,9,5,17.5,26,10,36,27,13,,0,59,71,0,0,0
9/14/17,9,5,18,26,10,36,25,10,,0,59,71,0,0,0
9/14/17,9,5,18.5,23,11,34,25,14,,0,59,71,0,0,0
9/14/17,9,5,19,25,10,35,25,23,,0,59,71,0,0,0
9/14/17,9,5,19.5,23,10,33,26,24,,0,59,71,0,0,0
9/14/17,9,5,20,22,10,32,25,26,,0,59,71,0,0,0
9/14/17,9,5,20.5,22,9,31,23,20,,0,59,71,0,0,0
9/14/17,9,5,21,21,7,28,23,18,,0,59,71,0,0,0
9/14/17,9,5,21.5,20,8,28,22,19,,0,59,71,0,0,0
9/14/17,9,5,22,20,6,26,19,15,,0,59,71,0,0,0
9/14/17,9,5,22.5,19,6,25,17.5,11,,0,59,71,0,0,0
9/14/17,9,5,23,18,6,24,16,9,,0,59,71,0,0,0
9/14/17,9,5,23.5,18,6,24,16,7,,0,59,71,0,0,0
9/15/17,9,6,0,17,6,23,17,9,,0,53,72,1,1,0
9/15/17,9,6,0.5,17,6,23,15,13,,0,53,72,0,0,0
9/15/17,9,6,1,17,6,23,15,10,,0,53,72,0,0,0
9/15/17,9,6,1.5,17,6,23,15,3,,0,53,72,0,0,0
9/15/17,9,6,2,17,6,23,14,4,,0,53,72,0,0,0
9/15/17,9,6,2.5,17,6,23,13,8,,0,53,72,0,0,0
9/15/17,9,6,3,14,6,20,13,11,,0,53,72,0,0,0
9/15/17,9,6,3.5,14,6,20,12,10,,0,53,72,0,0,0
9/15/17,9,6,4,12,6,18,10.5,9,,0,53,72,0,0,0
9/15/17,9,6,4.5,11,6,17,8,5,,0,53,72,0,0,0
9/15/17,9,6,5,8,6,14,9,4,,0,53,72,0,0,0
9/15/17,9,6,5.5,7,7,14,8,3,,0,53,72,0,0,0
9/15/17,9,6,6,11,7,18,8,7,,0,53,72,0,0,0
9/15/17,9,6,6.5,12,6,18,10,11,,0,53,72,0,0,0
9/15/17,9,6,7,14,7,21,12,8,,0,53,72,0,0,0
9/15/17,9,6,7.5,15,7,22,14,6,,0,53,72,0,0,0
9/15/17,9,6,8,16,6,22,16,10,,0,53,72,0,0,0
9/15/17,9,6,8.5,18,6,24,18,14,,0,53,72,0,0,0
9/15/17,9,6,9,18,8,26,19,15,,0,53,72,0,0,0
9/15/17,9,6,9.5,19,8,27,22,14,,0,53,72,0,0,0
9/15/17,9,6,10,21,10,31,23,9,,0,53,72,0,0,0
9/15/17,9,6,10.5,21,10,31,25,16,,0,53,72,0,0,0
9/15/17,9,6,11,22,10,32,25.5,21,,0,53,72,0,0,0
9/15/17,9,6,11.5,22,10,32,26,19,,0,53,72,0,0,0
9/15/17,9,6,12,22,10,32,25,22,,0,53,72,0,0,0
9/15/17,9,6,12.5,23,10,33,29,25,,0,53,72,0,0,0
9/15/17,9,6,13,23,10,33,30,27,,0,53,72,0,0,0
9/15/17,9,6,13.5,25,10,35,27,25,,0,53,72,0,0,0
9/15/17,9,6,14,25,10,35,27.5,27,,0,53,72,0,0,0
9/15/17,9,6,14.5,25,10,35,29,18,,0,53,72,0,0,0
9/15/17,9,6,15,27,10,37,28,20,,0,53,72,0,0,0
9/15/17,9,6,15.5,28,10,38,29,28,,0,53,72,0,0,0
9/15/17,9,6,16,27,10,37,27,23,,0,53,72,0,0,0
9/15/17,9,6,16.5,26,10,36,25,23,,0,53,72,0,0,0
9/15/17,9,6,17,25,10,35,26.5,17,,0,53,72,0,0,0
9/15/17,9,6,17.5,24,9,33,26.5,17,,0,53,72,0,0,0
9/15/17,9,6,18,25,9,34,26.5,15,,0,53,72,0,0,0
9/15/17,9,6,18.5,23,10,33,30,17,,0,53,72,0,0,0
9/15/17,9,6,19,25,9,34,28,11,,0,53,72,0,0,0
9/15/17,9,6,19.5,24,9,33,26,17,,0,53,72,0,0,0
9/15/17,9,6,20,22,10,32,25.5,17,,0,53,72,0,0,0
9/15/17,9,6,20.5,22,9,31,25.5,18,,0,53,72,0,0,0
9/15/17,9,6,21,21,7,28,25,16,,0,53,72,0,0,0
9/15/17,9,6,21.5,20,8,28,23.5,15,,0,53,72,0,0,0
9/15/17,9,6,22,20,6,26,22,13,,0,53,72,0,0,0
9/15/17,9,6,22.5,19,6,25,23,14,,0,53,72,0,0,0
9/15/17,9,6,23,18,6,24,22.5,10,,0,53,72,0,0,0
9/15/17,9,6,23.5,18,6,24,20,11,,0,53,72,0,0,0
9/16/17,9,7,0,17,6,23,19,23,,0,53,72,0,0,0
9/16/17,9,7,0.5,17,6,23,19.5,19,,0,53,72,0,0,0
9/16/17,9,7,1,16,6,22,18,15,,0,53,72,0,0,0
9/16/17,9,7,1.5,16,6,22,18,16,,0,53,72,0,0,0
9/16/17,9,7,2,16,6,22,16,11,,0,53,72,0,0,0
9/16/17,9,7,2.5,16,6,22,15.5,11,,0,53,72,0,0,0
9/16/17,9,7,3,12,6,18,14.5,16,,0,53,72,0,0,0
9/16/17,9,7,3.5,12,6,18,13.5,11,,0,53,72,0,0,0
9/16/17,9,7,4,11,6,17,13,11,,0,53,72,0,0,0
9/16/17,9,7,4.5,10,6,16,10,9,,0,53,72,0,0,0
9/16/17,9,7,5,7,6,13,9,5,,0,53,72,0,0,0
9/16/17,9,7,5.5,9,7,16,10,3,,0,53,72,0,0,0
9/16/17,9,7,6,9,7,16,10,2,,0,53,72,0,0,0
9/16/17,9,7,6.5,11,6,17,12,3,,0,53,72,0,0,0
9/16/17,9,7,7,15,8,23,12,6,,0,53,72,0,0,0
9/16/17,9,7,7.5,15,8,23,13,12,,0,53,72,0,0,0
9/16/17,9,7,8,15,6,21,14.5,12,,0,53,72,0,0,0
9/16/17,9,7,8.5,17,6,23,15,9,,0,53,72,0,0,0
9/16/17,9,7,9,17,8,25,18,8,,0,53,72,0,0,0
9/16/17,9,7,9.5,18,8,26,20,8,,0,53,72,0,0,0
9/16/17,9,7,10,18,10,28,20,11,,0,53,72,0,0,0
9/16/17,9,7,10.5,19,10,29,22,10,,0,53,72,0,0,0
9/16/17,9,7,11,19,10,29,22,10,,0,53,72,0,0,0
9/16/17,9,7,11.5,19,10,29,23,17,,0,53,72,0,0,0
9/16/17,9,7,12,20,10,30,24,19,,0,53,72,0,0,0
9/16/17,9,7,12.5,20,10,30,24,19,,0,53,72,0,0,0
9/16/17,9,7,13,19,10,29,24,18,,0,53,72,0,0,0
9/16/17,9,7,13.5,20,10,30,24,12,,0,53,72,0,0,0
9/16/17,9,7,14,20,10,30,25,14,,0,53,72,0,0,0
9/16/17,9,7,14.5,19,10,29,27,17,,0,53,72,0,0,0
9/16/17,9,7,15,20,10,30,26,21,,0,53,72,0,0,0
9/16/17,9,7,15.5,24,10,34,26,11,,0,53,72,0,0,0
9/16/17,9,7,16,22,10,32,26,7,,0,53,72,0,0,0
9/16/17,9,7,16.5,22,10,32,25,13,,0,53,72,0,0,0
9/16/17,9,7,17,20,10,30,24,17,,0,53,72,0,0,0
9/16/17,9,7,17.5,23,9,32,24,21,,0,53,72,0,0,0
9/16/17,9,7,18,22,9,31,24,21,,0,53,72,0,0,0
9/16/17,9,7,18.5,20,10,30,26.5,14,,0,53,72,0,0,0
9/16/17,9,7,19,23,8,31,26,14,,0,53,72,0,0,0
9/16/17,9,7,19.5,23,8,31,24,13,,0,53,72,0,0,0
9/16/17,9,7,20,21,10,31,24.5,10,,0,53,72,0,0,0
9/16/17,9,7,20.5,19,9,28,24,10,,0,53,72,0,0,0
9/16/17,9,7,21,19,7,26,24,13,,0,53,72,0,0,0
9/16/17,9,7,21.5,19,8,27,25,10,,0,53,72,0,0,0
9/16/17,9,7,22,20,6,26,24,12,,0,53,72,0,0,0
9/16/17,9,7,22.5,19,6,25,21,13,,0,53,72,0,0,0
9/16/17,9,7,23,19,6,25,21,10,,0,53,72,0,0,0
9/16/17,9,7,23.5,19,6,25,21,10,,0,53,72,0,0,0
9/17/17,9,1,0,18,6,24,19.5,15,,0,53,73,0,0,0
9/17/17,9,1,0.5,18,6,24,19,10,,0,53,73,0,0,0
9/17/17,9,1,1,18,6,24,19,9,,0,53,73,0,0,0
9/17/17,9,1,1.5,18,6,24,18.5,13,,0,53,73,0,0,0
9/17/17,9,1,2,18,6,24,20.5,16,,0,53,73,0,0,0
9/17/17,9,1,2.5,18,6,24,19,15,,0,53,73,0,0,0
9/17/17,9,1,3,15,6,21,18,14,,0,53,73,0,0,0
9/17/17,9,1,3.5,14,6,20,16,11,,0,53,73,0,0,0
9/17/17,9,1,4,14,6,20,14,12,,0,53,73,0,0,0
9/17/17,9,1,4.5,12,6,18,11,7,,0,53,73,0,0,0
9/17/17,9,1,5,10,6,16,10,6,,0,53,73,0,0,0
9/17/17,9,1,5.5,9,7,16,10,12,,0,53,73,0,0,0
9/17/17,9,1,6,9,7,16,9,8,,0,53,73,0,0,0
9/17/17,9,1,6.5,8,6,14,11,7,,0,53,73,0,0,0
9/17/17,9,1,7,13,8,21,11,6,,0,53,73,0,0,0
9/17/17,9,1,7.5,14,8,22,13,7,,0,53,73,0,0,0
9/17/17,9,1,8,15,7,22,15,8,,0,53,73,0,0,0
9/17/17,9,1,8.5,17,7,24,16,10,,0,53,73,0,0,0
9/17/17,9,1,9,17,8,25,18.5,6,,0,53,73,0,0,0
9/17/17,9,1,9.5,18,8,26,20,2,,0,53,73,0,0,0
9/17/17,9,1,10,19,9,28,20,7,,0,53,73,0,0,0
9/17/17,9,1,10.5,19,9,28,20,11,,0,53,73,0,0,0
9/17/17,9,1,11,20,9,29,20,11,,0,53,73,0,0,0
9/17/17,9,1,11.5,20,9,29,21.5,12,,0,53,73,0,0,0
9/17/17,9,1,12,20,9,29,23,13,,0,53,73,0,0,0
9/17/17,9,1,12.5,21,9,30,23,17,,0,53,73,0,0,0
9/17/17,9,1,13,21,9,30,23,19,,0,53,73,0,0,0
9/17/17,9,1,13.5,21,9,30,24.5,17,,0,53,73,0,0,0
9/17/17,9,1,14,21,9,30,26,16,,0,53,73,0,0,0
9/17/17,9,1,14.5,21,9,30,24,9,,0,53,73,0,0,0
9/17/17,9,1,15,21,9,30,23.5,12,,0,53,73,0,0,0
9/17/17,9,1,15.5,24,9,33,25,14,,0,53,73,0,0,0
9/17/17,9,1,16,23,9,32,24,16,,0,53,73,0,0,0
9/17/17,9,1,16.5,22,9,31,25,19,,0,53,73,0,0,0
9/17/17,9,1,17,24,9,33,26,21,,0,53,73,0,0,0
9/17/17,9,1,17.5,26,8,34,25,19,,0,53,73,0,0,0
9/17/17,9,1,18,26,8,34,22.5,16,,0,53,73,0,0,0
9/17/17,9,1,18.5,23,9,32,23,14,,0,53,73,0,0,0
9/17/17,9,1,19,24,7,31,23.5,18,,0,53,73,0,0,0
9/17/17,9,1,19.5,23,7,30,24.5,18,,0,53,73,0,0,0
9/17/17,9,1,20,21,8,29,22,13,,0,53,73,0,0,0
9/17/17,9,1,20.5,21,7,28,21.5,17,,0,53,73,0,0,0
9/17/17,9,1,21,20,6,26,22,17,,0,53,73,0,0,0
9/17/17,9,1,21.5,19,7,26,21,12,,0,53,73,0,0,0
9/17/17,9,1,22,19,6,25,20,7,,0,53,73,0,0,0
9/17/17,9,1,22.5,18,6,24,21,7,,0,53,73,0,0,0
9/17/17,9,1,23,18,6,24,20,12,,0,53,73,0,0,0
9/17/17,9,1,23.5,18,6,24,16,15,,0,53,73,0,0,0
9/18/17,9,2,0,17,6,23,16,10,,0,53,73,0,0,0
9/18/17,9,2,0.5,17,6,23,17,12,,0,53,73,0,0,0
9/18/17,9,2,1,17,6,23,15,9,,0,53,73,0,0,0
9/18/17,9,2,1.5,17,6,23,13,12,,0,53,73,0,0,0
9/18/17,9,2,2,17,6,23,12,13,,0,53,73,0,0,0
9/18/17,9,2,2.5,17,6,23,11,7,,0,53,73,0,0,0
9/18/17,9,2,3,14,6,20,11,5,,0,53,73,0,0,0
9/18/17,9,2,3.5,14,6,20,12,6,,0,53,73,0,0,0
9/18/17,9,2,4,14,6,20,11,5,,0,53,73,0,0,0
9/18/17,9,2,4.5,10,6,16,9,4,,0,53,73,0,0,0
9/18/17,9,2,5,9,6,15,8,2,,0,53,73,0,0,0
9/18/17,9,2,5.5,10,7,17,9,6,,0,53,73,0,0,0
9/18/17,9,2,6,10,7,17,10,9,,0,53,73,0,0,0
9/18/17,9,2,6.5,12,6,18,11.5,10,,0,53,73,0,0,0
9/18/17,9,2,7,15,7,22,14,7,,0,53,73,0,0,0
9/18/17,9,2,7.5,16,7,23,15,4,,0,53,73,0,0,0
9/18/17,9,2,8,18,6,24,17,7,,0,53,73,0,0,0
9/18/17,9,2,8.5,20,6,26,19,6,,0,53,73,0,0,0
9/18/17,9,2,9,20,8,28,20,7,,0,53,73,0,0,0
9/18/17,9,2,9.5,21,8,29,25,12,,0,53,73,0,0,0
9/18/17,9,2,10,23,10,33,24,13,,0,53,73,0,0,0
9/18/17,9,2,10.5,24,10,34,25,16,,0,53,73,0,0,0
9/18/17,9,2,11,25,10,35,26.5,25,,0,53,73,0,0,0
9/18/17,9,2,11.5,25,10,35,26,26,,0,53,73,0,0,0
9/18/17,9,2,12,25,10,35,26,21,,0,53,73,0,0,0
9/18/17,9,2,12.5,25,10,35,27,26,,0,53,73,0,0,0
9/18/17,9,2,13,26,10,36,27,28,,0,53,73,0,0,0
9/18/17,9,2,13.5,26,10,36,28,25,,0,53,73,0,0,0
9/18/17,9,2,14,26,10,36,28,25,,0,53,73,0,0,0
9/18/17,9,2,14.5,26,10,36,27,20,,0,53,73,0,0,0
9/18/17,9,2,15,27,10,37,26,22,,0,53,73,0,0,0
9/18/17,9,2,15.5,30,10,40,25,24,,0,53,73,0,0,0
9/18/17,9,2,16,29,10,39,24.5,22,,0,53,73,0,0,0
9/18/17,9,2,16.5,29,10,39,25.5,23,,0,53,73,0,0,0
9/18/17,9,2,17,27,10,37,27,28,,0,53,73,0,0,0
9/18/17,9,2,17.5,28,9,37,25,25,,0,53,73,0,0,0
9/18/17,9,2,18,26,9,35,22.5,27,,0,53,73,0,0,0
9/18/17,9,2,18.5,27,10,37,21.5,23,,0,53,73,0,0,0
9/18/17,9,2,19,26,9,35,23,16,,0,53,73,0,0,0
9/18/17,9,2,19.5,26,9,35,22,12,,0,53,73,0,0,0
9/18/17,9,2,20,22,10,32,20,18,,0,53,73,0,0,0
9/18/17,9,2,20.5,22,9,31,20.5,17,,0,53,73,0,0,0
9/18/17,9,2,21,21,7,28,20.5,17,,0,53,73,0,0,0
9/18/17,9,2,21.5,20,8,28,20,18,,0,53,73,0,0,0
9/18/17,9,2,22,20,6,26,19,15,,0,53,73,0,0,0
9/18/17,9,2,22.5,19,6,25,18,16,,0,53,73,0,0,0
9/18/17,9,2,23,18,6,24,18,14,,0,53,73,0,0,0
9/18/17,9,2,23.5,18,6,24,18,9,,0,53,73,0,0,0
9/19/17,9,3,0,18,6,24,16,8,,0,53,73,0,0,0
9/19/17,9,3,0.5,18,6,24,15,8,,0,53,73,0,0,0
9/19/17,9,3,1,18,6,24,14,7,,0,53,73,0,0,0
9/19/17,9,3,1.5,18,6,24,13,13,,0,53,73,0,0,0
9/19/17,9,3,2,18,6,24,12,14,,0,53,73,0,0,0
9/19/17,9,3,2.5,18,6,24,11,11,,0,53,73,0,0,0
9/19/17,9,3,3,14,6,20,12.5,9,,0,53,73,0,0,0
9/19/17,9,3,3.5,14,6,20,11,4,,0,53,73,0,0,0
9/19/17,9,3,4,13,6,19,10,4,,0,53,73,0,0,0
9/19/17,9,3,4.5,10,6,16,10,7,,0,53,73,0,0,0
9/19/17,9,3,5,9,6,15,10,7,,0,53,73,0,0,0
9/19/17,9,3,5.5,11,9,20,10.5,7,,0,53,73,0,0,0
9/19/17,9,3,6,10,9,19,11.5,5,,0,53,73,0,0,0
