SCHD_DATE,MONTH,DAY_OF_WEEK,HOUR,STAFFED_UNITS,PRIVATE_UNITS,TOTAL_UNITS,PROJECTED_MAX_CALLS,UNITS_ON_CALLS,EVENT,RAIN,MIN_TEMPERATURE,MAX_TEMPERATURE,XXM_DISPATCHES,XXM_STATE,EVENT_STATE
1/1/15,1,5,0.5,19,7,26,15,27,Y,0,40,59,0,0,1
1/1/15,1,5,1,19,6,25,13,31,Y,0,40,59,3,1,1
1/1/15,1,5,1.5,19,6,25,12.9,33,Y,0,40,59,1,1,1
1/1/15,1,5,2,19,6,25,13.9,35,Y,0,40,59,3,1,1
1/1/15,1,5,2.5,19,6,25,13,33,Y,0,40,59,3,1,1
1/1/15,1,5,3,19,6,25,12,37,Y,0,40,59,2,1,1
1/1/15,1,5,3.5,18,6,24,9,31,Y,0,40,59,0,0,1
1/1/15,1,5,4,16,6,22,9.9,23,Y,0,40,59,0,0,1
1/1/15,1,5,4.5,16,6,22,10,18,Y,0,40,59,0,0,1
1/1/15,1,5,5,11,6,17,11.9,13,Y,0,40,59,0,0,1
1/1/15,1,5,5.5,13,7,20,10,18,Y,0,40,59,0,0,1
1/1/15,1,5,6,11,8,19,8,13,Y,0,40,59,1,1,1
1/1/15,1,5,6.5,13,7,20,8,10,Y,0,40,59,1,1,1
1/1/15,1,5,7,9,8,17,11.9,10,Y,0,40,59,0,0,1
1/1/15,1,5,7.5,12,8,20,13,12,Y,0,40,59,3,1,1
1/1/15,1,5,8,12,8,20,16,14,Y,0,40,59,4,1,1
1/1/15,1,5,8.5,12,8,20,19,15,Y,0,40,59,1,1,1
1/1/15,1,5,9,12,10,22,21,17,Y,0,40,59,0,0,1
1/1/15,1,5,9.5,17,10,27,21,14,Y,0,40,59,0,0,1
1/1/15,1,5,10,17,10,27,22,12,Y,0,40,59,0,0,1
1/1/15,1,5,10.5,17,10,27,22,9,Y,0,40,59,0,0,1
1/1/15,1,5,11,17,10,27,21.9,12,Y,0,40,59,0,0,1
1/1/15,1,5,11.5,17,10,27,22.9,12,Y,0,40,59,0,0,1
1/1/15,1,5,12,17,10,27,23.9,14,Y,0,40,59,0,0,1
1/1/15,1,5,12.5,17,10,27,22,13,Y,0,40,59,0,0,1
1/1/15,1,5,13,17,10,27,21.9,16,Y,0,40,59,0,0,1
1/1/15,1,5,13.5,17,10,27,23.9,13,Y,0,40,59,0,0,1
1/1/15,1,5,14,17,10,27,24.9,20,Y,0,40,59,0,0,1
1/1/15,1,5,14.5,17,11,28,26.9,23,Y,0,40,59,0,0,1
1/1/15,1,5,15,17,11,28,28.9,21,Y,0,40,59,0,0,1
1/1/15,1,5,15.5,22,11,33,22,16,Y,0,40,59,0,0,1
1/1/15,1,5,16,19,11,30,22.9,11,Y,0,40,59,0,0,1
1/1/15,1,5,16.5,22,11,33,21.9,11,Y,0,40,59,0,0,1
1/1/15,1,5,17,19,11,30,21.9,17,Y,0,40,59,0,0,1
1/1/15,1,5,17.5,22,10,32,19.9,24,Y,0,40,59,0,0,1
1/1/15,1,5,18,19,9,28,21,23,Y,0,40,59,0,0,1
1/1/15,1,5,18.5,22,10,32,19,27,Y,0,40,59,0,0,1
1/1/15,1,5,19,19,9,28,16,20,Y,0,40,59,0,0,1
1/1/15,1,5,19.5,24,9,33,17,15,Y,0,40,59,0,0,1
1/1/15,1,5,20,24,9,33,19.9,14,Y,0,40,59,0,0,1
1/1/15,1,5,20.5,24,8,32,19,17,Y,0,40,59,0,0,1
1/1/15,1,5,21,20,7,27,18,12,Y,0,40,59,0,0,1
1/1/15,1,5,21.5,20,7,27,17.9,16,Y,0,40,59,0,0,1
1/1/15,1,5,22,20,5,25,17,15,Y,0,40,59,0,0,1
1/1/15,1,5,22.5,19,5,24,16,10,Y,0,40,59,0,0,1
1/1/15,1,5,23,19,5,24,16.9,8,Y,0,40,59,0,0,1
1/1/15,1,5,23.5,19,5,24,15,10,Y,0,40,59,0,0,1
1/2/15,1,6,0,19,10,29,16.9,16,,0,38,55,0,0,0
1/2/15,1,6,0.5,19,10,29,16,16,,0,38,55,0,0,0
1/2/15,1,6,1,19,10,29,17,17,,0,38,55,0,0,0
1/2/15,1,6,1.5,19,10,29,15,9,,0,38,55,0,0,0
1/2/15,1,6,2,19,10,29,12,9,,0,38,55,0,0,0
1/2/15,1,6,2.5,19,10,29,12,8,,0,38,55,0,0,0
1/2/15,1,6,3,15,10,25,11,11,,0,38,55,0,0,0
1/2/15,1,6,3.5,15,7,22,9,10,,0,38,55,0,0,0
1/2/15,1,6,4,12,6,18,9,4,,0,38,55,0,0,0
1/2/15,1,6,4.5,14,6,20,9.9,5,,0,38,55,0,0,0
1/2/15,1,6,5,11,6,17,12,5,,0,38,55,0,0,0
1/2/15,1,6,5.5,14,7,21,11.8,7,,0,38,55,0,0,0
1/2/15,1,6,6,12,7,19,12,9,,0,38,55,0,0,0
1/2/15,1,6,6.5,14,6,20,9,8,,0,38,55,0,0,0
1/2/15,1,6,7,10,7,17,9,8,,0,38,55,0,0,0
1/2/15,1,6,7.5,13,6,19,14.9,9,,0,38,55,0,0,0
1/2/15,1,6,8,13,6,19,13.9,14,,0,38,55,0,0,0
1/2/15,1,6,8.5,13,6,19,15.8,8,,0,38,55,0,0,0
1/2/15,1,6,9,13,7,20,17,8,,0,38,55,0,0,0
1/2/15,1,6,9.5,17,7,24,19,9,,0,38,55,0,0,0
1/2/15,1,6,10,17,8,25,22.9,17,,0,38,55,0,0,0
1/2/15,1,6,10.5,17,8,25,20.9,17,,0,38,55,0,0,0
1/2/15,1,6,11,17,8,25,19,15,,0,38,55,0,0,0
1/2/15,1,6,11.5,17,8,25,23.9,18,,0,38,55,0,0,0
1/2/15,1,6,12,17,8,25,26,19,,0,38,55,0,0,0
1/2/15,1,6,12.5,17,10,27,26,16,,0,38,55,0,0,0
1/2/15,1,6,13,17,11,28,24.9,17,,0,38,55,0,0,0
1/2/15,1,6,13.5,17,11,28,22.9,18,,0,38,55,0,0,0
1/2/15,1,6,14,17,11,28,25,20,,0,38,55,0,0,0
1/2/15,1,6,14.5,17,11,28,24,15,,0,38,55,0,0,0
1/2/15,1,6,15,16,11,27,25,15,,0,38,55,0,0,0
1/2/15,1,6,15.5,20,11,31,22.9,19,,0,38,55,0,0,0
1/2/15,1,6,16,17,11,28,22,18,,0,38,55,0,0,0
1/2/15,1,6,16.5,19,11,30,22.9,14,,0,38,55,0,0,0
1/2/15,1,6,17,16,11,27,23,21,,0,38,55,0,0,0
1/2/15,1,6,17.5,18,10,28,23.9,20,,0,38,55,0,0,0
1/2/15,1,6,18,15,10,25,21,21,,0,38,55,0,0,0
1/2/15,1,6,18.5,17,11,28,21,14,,0,38,55,0,0,0
1/2/15,1,6,19,16,10,26,21,14,,0,38,55,0,0,0
1/2/15,1,6,19.5,21,10,31,18,17,,0,38,55,0,0,0
1/2/15,1,6,20,21,9,30,18,15,,0,38,55,0,0,0
1/2/15,1,6,20.5,21,8,29,20,13,,0,38,55,0,0,0
1/2/15,1,6,21,17,8,25,22,12,,0,38,55,0,0,0
1/2/15,1,6,21.5,17,8,25,19,10,,0,38,55,0,0,0
1/2/15,1,6,22,17,7,24,19,9,,0,38,55,0,0,0
1/2/15,1,6,22.5,17,7,24,17,13,,0,38,55,0,0,0
1/2/15,1,6,23,17,7,24,17,13,,0,38,55,0,0,0
1/2/15,1,6,23.5,17,7,24,16,23,,0,38,55,0,0,0
1/3/15,1,7,0,17,7,24,16,18,,0,38,57,0,0,0
1/3/15,1,7,0.5,17,7,24,17.9,13,,0,38,57,0,0,0
1/3/15,1,7,1,17,6,23,18,14,,0,38,57,0,0,0
1/3/15,1,7,1.5,17,6,23,16.9,10,,0,38,57,0,0,0
1/3/15,1,7,2,17,6,23,17.9,10,,0,38,57,0,0,0
1/3/15,1,7,2.5,17,6,23,19,7,,0,38,57,0,0,0
1/3/15,1,7,3,13,6,19,16,14,,0,38,57,0,0,0
1/3/15,1,7,3.5,13,6,19,12.9,13,,0,38,57,0,0,0
1/3/15,1,7,4,12,6,18,12,9,,0,38,57,0,0,0
1/3/15,1,7,4.5,14,6,20,11,9,,0,38,57,0,0,0
1/3/15,1,7,5,12,6,18,10.9,7,,0,38,57,0,0,0
1/3/15,1,7,5.5,13,7,20,11.9,6,,0,38,57,0,0,0
1/3/15,1,7,6,11,8,19,12,7,,0,38,57,0,0,0
1/3/15,1,7,6.5,12,7,19,10.9,9,,0,38,57,2,1,0
1/3/15,1,7,7,7,8,15,11,9,,0,38,57,2,1,0
1/3/15,1,7,7.5,12,8,20,14,8,,0,38,57,0,0,0
1/3/15,1,7,8,11,8,19,15.9,9,,0,38,57,0,0,0
1/3/15,1,7,8.5,11,8,19,16.9,8,,0,38,57,0,0,0
1/3/15,1,7,9,10,10,20,17,9,,0,38,57,0,0,0
1/3/15,1,7,9.5,15,10,25,17.9,16,,0,38,57,0,0,0
1/3/15,1,7,10,15,10,25,19,16,,0,38,57,0,0,0
1/3/15,1,7,10.5,15,10,25,18,16,,0,38,57,0,0,0
1/3/15,1,7,11,15,10,25,18,12,,0,38,57,0,0,0
1/3/15,1,7,11.5,15,10,25,18,12,,0,38,57,0,0,0
1/3/15,1,7,12,15,10,25,20.9,14,,0,38,57,0,0,0
1/3/15,1,7,12.5,15,10,25,21,14,,0,38,57,0,0,0
1/3/15,1,7,13,15,10,25,22,18,,0,38,57,1,1,0
1/3/15,1,7,13.5,15,10,25,22.8,20,,0,38,57,0,0,0
1/3/15,1,7,14,15,10,25,20.9,16,,0,38,57,0,0,0
1/3/15,1,7,14.5,15,11,26,22,14,,0,38,57,0,0,0
1/3/15,1,7,15,15,11,26,23,17,,0,38,57,0,0,0
1/3/15,1,7,15.5,20,11,31,22.8,22,,0,38,57,0,0,0
1/3/15,1,7,16,18,11,29,22,19,,0,38,57,0,0,0
1/3/15,1,7,16.5,20,11,31,21.9,14,,0,38,57,0,0,0
1/3/15,1,7,17,16,11,27,24,13,,0,38,57,0,0,0
1/3/15,1,7,17.5,18,10,28,20.9,17,,0,38,57,0,0,0
1/3/15,1,7,18,15,9,24,20,21,,0,38,57,0,0,0
1/3/15,1,7,18.5,17,10,27,20.9,19,,0,38,57,0,0,0
1/3/15,1,7,19,16,9,25,22,19,,0,38,57,0,0,0
1/3/15,1,7,19.5,21,9,30,21,16,,0,38,57,0,0,0
1/3/15,1,7,20,21,9,30,23.9,18,,0,38,57,0,0,0
1/3/15,1,7,20.5,21,8,29,23,16,,0,38,57,0,0,0
1/3/15,1,7,21,17,7,24,20,19,,0,38,57,0,0,0
1/3/15,1,7,21.5,17,7,24,20,17,,0,38,57,0,0,0
1/3/15,1,7,22,17,5,22,21,16,,0,38,57,0,0,0
1/3/15,1,7,22.5,17,5,22,20,16,,0,38,57,0,0,0
1/3/15,1,7,23,17,5,22,18,11,,0,38,57,0,0,0
1/3/15,1,7,23.5,17,5,22,17,12,,0,38,57,0,0,0
1/4/15,1,1,0,17,5,22,16.3,10,,0,41,58,0,0,0
1/4/15,1,1,0.5,17,5,22,16.3,11,,0,41,58,0,0,0
1/4/15,1,1,1,17,5,22,17.3,8,,0,41,58,0,0,0
1/4/15,1,1,1.5,17,5,22,17,6,,0,41,58,0,0,0
1/4/15,1,1,2,17,5,22,19,5,,0,41,58,0,0,0
1/4/15,1,1,2.5,17,4,21,16,4,,0,41,58,0,0,0
1/4/15,1,1,3,12,4,16,15,8,,0,41,58,0,0,0
1/4/15,1,1,3.5,12,4,16,13.3,13,,0,41,58,0,0,0
1/4/15,1,1,4,10,4,14,12,14,,0,41,58,0,0,0
1/4/15,1,1,4.5,12,4,16,11.3,10,,0,41,58,0,0,0
1/4/15,1,1,5,10,4,14,11,9,,0,41,58,0,0,0
1/4/15,1,1,5.5,13,5,18,10.3,7,,0,41,58,0,0,0
1/4/15,1,1,6,10,5,15,11,7,,0,41,58,0,0,0
1/4/15,1,1,6.5,11,4,15,9,6,,0,41,58,0,0,0
1/4/15,1,1,7,6,6,12,10,5,,0,41,58,0,0,0
1/4/15,1,1,7.5,11,6,17,11.3,7,,0,41,58,0,0,0
1/4/15,1,1,8,11,5,16,13,10,,0,41,58,1,1,0
1/4/15,1,1,8.5,11,5,16,12.3,14,,0,41,58,0,0,0
1/4/15,1,1,9,11,8,19,10,10,,0,41,58,0,0,0
1/4/15,1,1,9.5,15,8,23,13,16,,0,41,58,0,0,0
1/4/15,1,1,10,15,10,25,14,15,,0,41,58,0,0,0
1/4/15,1,1,10.5,15,10,25,16.3,15,,0,41,58,0,0,0
1/4/15,1,1,11,15,10,25,16,15,,0,41,58,0,0,0
1/4/15,1,1,11.5,15,10,25,17,12,,0,41,58,0,0,0
1/4/15,1,1,12,15,10,25,17,16,,0,41,58,0,0,0
1/4/15,1,1,12.5,15,10,25,20.3,13,,0,41,58,0,0,0
1/4/15,1,1,13,15,10,25,17.3,13,,0,41,58,0,0,0
1/4/15,1,1,13.5,15,10,25,19,15,,0,41,58,0,0,0
1/4/15,1,1,14,15,10,25,23.3,17,,0,41,58,0,0,0
1/4/15,1,1,14.5,15,11,26,23,19,,0,41,58,0,0,0
1/4/15,1,1,15,15,11,26,22,13,,0,41,58,0,0,0
1/4/15,1,1,15.5,17,11,28,21,19,,0,41,58,0,0,0
1/4/15,1,1,16,14,11,25,19,14,,0,41,58,0,0,0
1/4/15,1,1,16.5,16,11,27,20,15,,0,41,58,0,0,0
1/4/15,1,1,17,14,11,25,18,17,,0,41,58,0,0,0
1/4/15,1,1,17.5,15,10,25,18,15,,0,41,58,0,0,0
1/4/15,1,1,18,12,10,22,19,15,,0,41,58,0,0,0
1/4/15,1,1,18.5,14,11,25,19.3,15,,0,41,58,3,1,0
1/4/15,1,1,19,11,9,20,18,17,,0,41,58,0,0,0
1/4/15,1,1,19.5,16,9,25,17,10,,0,41,58,0,0,0
1/4/15,1,1,20,16,10,26,20.3,13,,0,41,58,0,0,0
1/4/15,1,1,20.5,16,9,25,18,14,,0,41,58,0,0,0
1/4/15,1,1,21,15,7,22,18,11,,0,41,58,0,0,0
1/4/15,1,1,21.5,14,7,21,19,10,,0,41,58,0,0,0
1/4/15,1,1,22,13,5,18,18,10,,0,41,58,0,0,0
1/4/15,1,1,22.5,13,5,18,18,9,,0,41,58,0,0,0
1/4/15,1,1,23,13,5,18,17.3,8,,0,41,58,0,0,0
1/4/15,1,1,23.5,13,5,18,18,9,,0,41,58,0,0,0
1/5/15,1,2,0,13,5,18,15,8,,0,43,63,0,0,0
1/5/15,1,2,0.5,13,5,18,14,10,,0,43,63,0,0,0
1/5/15,1,2,1,13,5,18,12,5,,0,43,63,0,0,0
1/5/15,1,2,1.5,13,5,18,15,5,,0,43,63,0,0,0
1/5/15,1,2,2,13,5,18,13,6,,0,43,63,0,0,0
1/5/15,1,2,2.5,13,4,17,12,7,,0,43,63,0,0,0
1/5/15,1,2,3,10,4,14,11,7,,0,43,63,0,0,0
1/5/15,1,2,3.5,10,4,14,10,9,,0,43,63,0,0,0
1/5/15,1,2,4,8,4,12,9,7,,0,43,63,0,0,0
1/5/15,1,2,4.5,10,4,14,8.3,7,,0,43,63,0,0,0
1/5/15,1,2,5,9,4,13,11.6,10,,0,43,63,0,0,0
1/5/15,1,2,5.5,11,5,16,10,7,,0,43,63,1,1,0
1/5/15,1,2,6,10,5,15,10.3,9,,0,43,63,0,0,0
1/5/15,1,2,6.5,12,4,16,10.3,7,,0,43,63,2,1,0
1/5/15,1,2,7,7,6,13,9.3,10,,0,43,63,1,1,0
1/5/15,1,2,7.5,12,6,18,13.3,8,,0,43,63,0,0,0
1/5/15,1,2,8,12,5,17,15,11,,0,43,63,2,1,0
1/5/15,1,2,8.5,12,5,17,17,13,,0,43,63,3,1,0
1/5/15,1,2,9,12,7,19,20,18,,0,43,63,1,1,0
1/5/15,1,2,9.5,16,8,24,23,14,,0,43,63,1,1,0
1/5/15,1,2,10,16,11,27,24,23,,0,43,63,0,0,0
1/5/15,1,2,10.5,16,11,27,26,24,,0,43,63,0,0,0
1/5/15,1,2,11,16,11,27,26.3,23,,0,43,63,0,0,0
1/5/15,1,2,11.5,16,11,27,25.3,19,,0,43,63,0,0,0
1/5/15,1,2,12,15,11,26,24.3,19,,0,43,63,5,1,0
1/5/15,1,2,12.5,15,11,26,25,26,,0,43,63,3,1,0
1/5/15,1,2,13,15,11,26,25,26,,0,43,63,10,1,0
1/5/15,1,2,13.5,15,11,26,25,27,,0,43,63,9,1,0
1/5/15,1,2,14,15,11,26,28,30,,0,43,63,3,1,0
1/5/15,1,2,14.5,15,12,27,28,22,,0,43,63,0,0,0
1/5/15,1,2,15,15,12,27,26,22,,0,43,63,0,0,0
1/5/15,1,2,15.5,20,12,32,26.3,19,,0,43,63,0,0,0
1/5/15,1,2,16,18,12,30,26,19,,0,43,63,0,0,0
1/5/15,1,2,16.5,19,12,31,23.3,23,,0,43,63,0,0,0
1/5/15,1,2,17,16,12,28,24,22,,0,43,63,0,0,0
1/5/15,1,2,17.5,17,11,28,22.3,18,,0,43,63,0,0,0
1/5/15,1,2,18,15,11,26,22,20,,0,43,63,0,0,0
1/5/15,1,2,18.5,17,12,29,22.3,14,,0,43,63,0,0,0
1/5/15,1,2,19,14,10,24,20.3,17,,0,43,63,0,0,0
1/5/15,1,2,19.5,20,10,30,22,15,,0,43,63,0,0,0
1/5/15,1,2,20,20,11,31,21.3,13,,0,43,63,0,0,0
1/5/15,1,2,20.5,20,10,30,23,13,,0,43,63,0,0,0
1/5/15,1,2,21,17,9,26,23.3,12,,0,43,63,0,0,0
1/5/15,1,2,21.5,17,8,25,19,13,,0,43,63,0,0,0
1/5/15,1,2,22,17,5,22,18,17,,0,43,63,0,0,0
1/5/15,1,2,22.5,17,5,22,18,15,,0,43,63,1,1,0
1/5/15,1,2,23,15,5,20,16,17,,0,43,63,0,0,0
1/5/15,1,2,23.5,15,5,20,17.3,19,,0,43,63,1,1,0
1/6/15,1,3,0,14,5,19,15.3,15,,0,44,65,0,0,0
1/6/15,1,3,0.5,14,5,19,13.3,16,,0,44,65,0,0,0
1/6/15,1,3,1,14,5,19,13,15,,0,44,65,0,0,0
1/6/15,1,3,1.5,14,5,19,13.3,11,,0,44,65,0,0,0
1/6/15,1,3,2,13,5,18,12,10,,0,44,65,0,0,0
1/6/15,1,3,2.5,13,4,17,9,14,,0,44,65,0,0,0
1/6/15,1,3,3,9,4,13,10.7,13,,0,44,65,0,0,0
1/6/15,1,3,3.5,9,4,13,10,12,,0,44,65,0,0,0
1/6/15,1,3,4,8,4,12,10.7,8,,0,44,65,0,0,0
1/6/15,1,3,4.5,10,4,14,10,6,,0,44,65,0,0,0
1/6/15,1,3,5,8,4,12,8,4,,0,44,65,0,0,0
1/6/15,1,3,5.5,11,5,16,8.7,10,,0,44,65,0,0,0
1/6/15,1,3,6,10,5,15,10,12,,0,44,65,1,1,0
1/6/15,1,3,6.5,12,4,16,10.3,8,,0,44,65,0,0,0
1/6/15,1,3,7,7,5,12,12,6,,0,44,65,0,0,0
1/6/15,1,3,7.5,12,5,17,13.3,10,,0,44,65,0,0,0
1/6/15,1,3,8,12,4,16,16,12,,0,44,65,0,0,0
1/6/15,1,3,8.5,12,4,16,17.3,12,,0,44,65,2,1,0
1/6/15,1,3,9,12,7,19,20,15,,0,44,65,0,0,0
1/6/15,1,3,9.5,18,8,26,20.3,17,,0,44,65,0,0,0
1/6/15,1,3,10,18,10,28,21,21,,0,44,65,0,0,0
1/6/15,1,3,10.5,18,10,28,22.3,17,,0,44,65,0,0,0
1/6/15,1,3,11,18,10,28,25.3,16,,0,44,65,0,0,0
1/6/15,1,3,11.5,18,10,28,23.6,22,,0,44,65,0,0,0
1/6/15,1,3,12,17,10,27,25,25,,0,44,65,0,0,0
1/6/15,1,3,12.5,17,10,27,23,22,,0,44,65,2,1,0
1/6/15,1,3,13,16,10,26,23.3,23,,0,44,65,0,0,0
1/6/15,1,3,13.5,16,10,26,22.3,21,,0,44,65,0,0,0
1/6/15,1,3,14,15,10,25,24.3,17,,0,44,65,0,0,0
1/6/15,1,3,14.5,15,11,26,24,19,,0,44,65,0,0,0
1/6/15,1,3,15,13,11,24,23.3,15,,0,44,65,0,0,0
1/6/15,1,3,15.5,17,11,28,22,19,,0,44,65,0,0,0
1/6/15,1,3,16,16,11,27,24.3,26,,0,44,65,0,0,0
1/6/15,1,3,16.5,17,11,28,22.3,16,,0,44,65,0,0,0
1/6/15,1,3,17,16,11,27,22,21,,0,44,65,0,0,0
1/6/15,1,3,17.5,19,10,29,21.3,20,,0,44,65,0,0,0
1/6/15,1,3,18,17,10,27,23.3,19,,0,44,65,0,0,0
1/6/15,1,3,18.5,19,11,30,24,18,,0,44,65,0,0,0
1/6/15,1,3,19,17,10,27,22,21,,0,44,65,1,1,0
1/6/15,1,3,19.5,22,10,32,18,23,,0,44,65,0,0,0
1/6/15,1,3,20,21,11,32,16,19,,0,44,65,0,0,0
1/6/15,1,3,20.5,21,10,31,15,19,,0,44,65,0,0,0
1/6/15,1,3,21,16,8,24,17,19,,0,44,65,0,0,0
1/6/15,1,3,21.5,16,7,23,18,17,,0,44,65,0,0,0
1/6/15,1,3,22,16,5,21,14.3,12,,0,44,65,0,0,0
1/6/15,1,3,22.5,16,5,21,13,15,,0,44,65,0,0,0
1/6/15,1,3,23,15,5,20,14,12,,0,44,65,0,0,0
1/6/15,1,3,23.5,15,5,20,13,7,,0,44,65,0,0,0
1/7/15,1,4,0,15,5,20,12,8,,0,45,67,0,0,0
1/7/15,1,4,0.5,15,5,20,11,10,,0,45,67,0,0,0
1/7/15,1,4,1,14,5,19,12,9,,0,45,67,0,0,0
1/7/15,1,4,1.5,14,5,19,12,6,,0,45,67,0,0,0
1/7/15,1,4,2,13,5,18,11,7,,0,45,67,0,0,0
1/7/15,1,4,2.5,13,4,17,10,5,,0,45,67,0,0,0
1/7/15,1,4,3,9,4,13,10,6,,0,45,67,0,0,0
1/7/15,1,4,3.5,9,4,13,9,7,,0,45,67,1,1,0
1/7/15,1,4,4,7,4,11,8,11,,0,45,67,0,0,0
1/7/15,1,4,4.5,10,4,14,9,7,,0,45,67,0,0,0
1/7/15,1,4,5,9,4,13,10,7,,0,45,67,0,0,0
1/7/15,1,4,5.5,11,5,16,9,7,,0,45,67,0,0,0
1/7/15,1,4,6,10,5,15,11,7,,0,45,67,0,0,0
1/7/15,1,4,6.5,13,4,17,10,6,,0,45,67,0,0,0
1/7/15,1,4,7,9,5,14,12,5,,0,45,67,0,0,0
1/7/15,1,4,7.5,13,5,18,14,7,,0,45,67,0,0,0
1/7/15,1,4,8,13,4,17,14,10,,0,45,67,0,0,0
1/7/15,1,4,8.5,13,4,17,16.3,12,,0,45,67,0,0,0
1/7/15,1,4,9,13,7,20,19.3,15,,0,45,67,0,0,0
1/7/15,1,4,9.5,19,8,27,20,14,,0,45,67,0,0,0
1/7/15,1,4,10,19,10,29,19,11,,0,45,67,0,0,0
1/7/15,1,4,10.5,19,10,29,22,20,,0,45,67,0,0,0
1/7/15,1,4,11,19,10,29,24.3,22,,0,45,67,0,0,0
1/7/15,1,4,11.5,19,10,29,22,22,,0,45,67,0,0,0
1/7/15,1,4,12,19,10,29,24,21,,0,45,67,0,0,0
1/7/15,1,4,12.5,19,10,29,24.3,20,,0,45,67,0,0,0
1/7/15,1,4,13,18,10,28,25,13,,0,45,67,0,0,0
1/7/15,1,4,13.5,17,10,27,27,12,,0,45,67,0,0,0
1/7/15,1,4,14,16,10,26,26.3,15,,0,45,67,0,0,0
1/7/15,1,4,14.5,16,11,27,24,19,,0,45,67,0,0,0
1/7/15,1,4,15,15,11,26,20,20,,0,45,67,0,0,0
1/7/15,1,4,15.5,21,11,32,21.3,23,,0,45,67,0,0,0
1/7/15,1,4,16,20,11,31,23,26,,0,45,67,4,1,0
1/7/15,1,4,16.5,22,11,33,21,31,,0,45,67,5,1,0
1/7/15,1,4,17,19,11,30,23.3,26,,0,45,67,0,0,0
1/7/15,1,4,17.5,20,10,30,21.6,19,,0,45,67,0,0,0
1/7/15,1,4,18,18,10,28,25.6,22,,0,45,67,0,0,0
1/7/15,1,4,18.5,21,11,32,24,21,,0,45,67,0,0,0
1/7/15,1,4,19,18,10,28,20.3,18,,0,45,67,0,0,0
1/7/15,1,4,19.5,24,10,34,19.3,16,,0,45,67,0,0,0
1/7/15,1,4,20,24,10,34,18.3,24,,0,45,67,0,0,0
1/7/15,1,4,20.5,24,9,33,17,24,,0,45,67,0,0,0
1/7/15,1,4,21,21,8,29,17,17,,0,45,67,0,0,0
1/7/15,1,4,21.5,21,7,28,15,16,,0,45,67,0,0,0
1/7/15,1,4,22,20,5,25,15,11,,0,45,67,0,0,0
1/7/15,1,4,22.5,20,5,25,19.3,9,,0,45,67,0,0,0
1/7/15,1,4,23,18,5,23,21,11,,0,45,67,0,0,0
1/7/15,1,4,23.5,18,5,23,23,9,,0,45,67,0,0,0
1/8/15,1,5,0,17,5,22,23.3,11,,0,49,67,0,0,0
1/8/15,1,5,0.5,17,5,22,27.3,15,,0,49,67,0,0,0
1/8/15,1,5,1,16,5,21,31.3,13,,0,49,67,0,0,0
1/8/15,1,5,1.5,16,5,21,29.6,9,,0,49,67,0,0,0
1/8/15,1,5,2,15,5,20,33.3,14,,0,49,67,0,0,0
1/8/15,1,5,2.5,15,4,19,31.3,12,,0,49,67,0,0,0
1/8/15,1,5,3,9,4,13,31.3,13,,0,49,67,1,1,0
1/8/15,1,5,3.5,9,4,13,24.9,12,,0,49,67,1,1,0
1/8/15,1,5,4,8,4,12,21,10,,0,49,67,1,1,0
1/8/15,1,5,4.5,11,4,15,11.3,7,,0,49,67,0,0,0
1/8/15,1,5,5,9,4,13,13,11,,0,49,67,0,0,0
1/8/15,1,5,5.5,11,5,16,14,8,,0,49,67,0,0,0
1/8/15,1,5,6,9,5,14,11,7,,0,49,67,1,1,0
1/8/15,1,5,6.5,12,4,16,9,12,,0,49,67,0,0,0
1/8/15,1,5,7,8,5,13,11.3,5,,0,49,67,0,0,0
1/8/15,1,5,7.5,12,5,17,13,9,,0,49,67,0,0,0
1/8/15,1,5,8,12,4,16,16,5,,0,49,67,0,0,0
1/8/15,1,5,8.5,12,4,16,19,11,,0,49,67,0,0,0
1/8/15,1,5,9,12,7,19,21,15,,0,49,67,2,1,0
1/8/15,1,5,9.5,17,8,25,21,19,,0,49,67,0,0,0
1/8/15,1,5,10,17,10,27,22,20,,0,49,67,0,0,0
1/8/15,1,5,10.5,17,10,27,22,20,,0,49,67,0,0,0
1/8/15,1,5,11,17,10,27,21.3,16,,0,49,67,0,0,0
1/8/15,1,5,11.5,17,10,27,22.3,18,,0,49,67,0,0,0
1/8/15,1,5,12,17,10,27,23.3,24,,0,49,67,2,1,0
1/8/15,1,5,12.5,17,10,27,22,23,,0,49,67,0,0,0
1/8/15,1,5,13,17,10,27,21.3,20,,0,49,67,0,0,0
1/8/15,1,5,13.5,17,10,27,23.3,25,,0,49,67,5,1,0
1/8/15,1,5,14,17,10,27,24.3,27,,0,49,67,1,1,0
1/8/15,1,5,14.5,17,11,28,26.3,24,,0,49,67,1,1,0
1/8/15,1,5,15,17,11,28,28.3,22,,0,49,67,0,0,0
1/8/15,1,5,15.5,22,11,33,22,23,,0,49,67,0,0,0
1/8/15,1,5,16,20,11,31,22.3,19,,0,49,67,0,0,0
1/8/15,1,5,16.5,21,11,32,21.3,20,,0,49,67,0,0,0
1/8/15,1,5,17,17,11,28,22,19,,0,49,67,0,0,0
1/8/15,1,5,17.5,20,10,30,20.3,22,,0,49,67,0,0,0
1/8/15,1,5,18,18,10,28,23.3,11,,0,49,67,0,0,0
1/8/15,1,5,18.5,20,11,31,21,20,,0,49,67,0,0,0
1/8/15,1,5,19,18,10,28,19,17,,0,49,67,0,0,0
